id,handle,title,price,originalPrice,discount,category,sizes,stock,images,image_1,image_2,image_3,image_4,image_5,description,tags,sku
22,ethereal-embroidered-butterfly-net-lehenga-set-for-dreamy-celebrations,Classic Red Embroidered Lehenga Set with Sequin and Thread Floral Work,2678.0,6969.0,62,Lehenga,XS,0,"https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6190621253656759421_y_1.jpg?v=1760110725, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6190621253656759422_y_1.jpg?v=1760110725, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6190621253656759423_y_1.jpg?v=1760110725, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6190621253656759424_y_1.jpg?v=1760110725, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6190621253656759425_y_1.jpg?v=1760110725",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6190621253656759421_y_1.jpg?v=1760110725,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6190621253656759422_y_1.jpg?v=1760110725,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6190621253656759423_y_1.jpg?v=1760110725,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6190621253656759424_y_1.jpg?v=1760110725,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6190621253656759425_y_1.jpg?v=1760110725,"<h3>💫 Product Description:</h3> <p>Turn heads at every occasion with this breathtaking <strong>Soft Butterfly Net Lehenga Set</strong>, designed to radiate grace and glamour. This semi-stitched lehenga comes adorned with intricate embroidery and shimmering sequins, making it a must-have ensemble for weddings, receptions, and festive functions.</p> <h4>👗 Lehenga Highlights:</h4> <ul> <li> <p>Fabric: Soft Butterfly Net</p> </li> <li> <p>Work: Embroidery with Sequins, finished with Cancan &amp; Canvas Patta for a voluminous flair</p> </li> <li> <p>Stitching: Semi-stitched –</p> </li> </ul> <h4>👚 Blouse Details:</h4> <ul> <li> <p>Fabric: Soft Butterfly Net with lining</p> </li> <li> <p>Work: Matching embroidery and sequins</p> </li> <li> <p>Type: 1.6-meter unstitched piece for customizable fit</p> </li> </ul> <h4>🧣 Dupatta Details:</h4> <ul> <li> <p>Fabric: Soft Butterfly Net</p> </li> <li> <p>Work: Elegant sequin embroidery to match the set</p> </li> </ul>","#AffordableLehengas, #BridalLehenga, #BuyLehengaOnline, #CustomLehenga, #DesignerLehenga",GT-1678
23,exquisite-soft-butterfly-net-lehenga-with-mirror-sequin-embroidery,Peach Pink Embroidered Lehenga Set with Mint Green and Blue Sequin Mirror Work,2833.0,5700.0,50,Lehenga,XS,0,"https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6291576109216675301_x.jpg?v=1760110724, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6291576109216675302_x.jpg?v=1760110724, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6291576109216675303_x.jpg?v=1760110724, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6291576109216675307_y.jpg?v=1760110724, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6291576109216675306_y.jpg?v=1760110724, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6291576109216675305_y.jpg?v=1760110724, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6291576109216675304_y.jpg?v=1760110724",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6291576109216675301_x.jpg?v=1760110724,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6291576109216675302_x.jpg?v=1760110724,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6291576109216675303_x.jpg?v=1760110724,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6291576109216675307_y.jpg?v=1760110724,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6291576109216675306_y.jpg?v=1760110724,"<h3> <h3>Lehenga Details</h3> <ul> <li> <p><strong>Fabric:</strong> Soft Butterfly Net</p> </li> <li> <p><strong>Work:</strong> Real Mirror, Heavy Embroidery &amp; Sequin Work with Cancan &amp; Double Canvas Patta</p> </li> <li> <p><strong>Type:</strong> Semi-Stitched</p> </li> </ul> <h3>Blouse Details</h3> <ul> <li> <p><strong>Fabric:</strong> Soft Butterfly Net with Lining</p> </li> <li> <p><strong>Work:</strong> Real Mirror &amp; Sequin Embroidery</p> </li> <li> <p><strong>Unstitched:</strong></p> </li> </ul> <h3>Dupatta Details</h3> <ul> <li> <p><strong>Fabric:</strong> Soft Butterfly Net</p> </li> <li> <p><strong>Work:</strong> Real Mirror &amp; Sequin Embroidery</p> </li> </ul> <p>Designed for a regal and glamorous look, this lehenga is perfect for weddings and grand celebrations!</p>","#AffordableLehengas, #BridalLehenga, #BuyLehengaOnline, #CustomLehenga, #DesignerLehenga, #EthnicFashion, Indian Wear, Latest Lehenga 2025, Traditional Wear",GT-1559
24,fancy-coding-sequins-embroidered-fox-georgette-lehenga-set-stylish-ethnic-wear,Pink Shimmer Embroidered Lehenga Set with Sequin and Thread Work,2523.0,6596.0,62,Lehenga,XS,0,"https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6289324309402991350_y.jpg?v=1760110724, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6289324309402991349_y.jpg?v=1760110724, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6289324309402991348_y.jpg?v=1760110724, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6289324309402991354_y.jpg?v=1760110724, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6289324309402991351_y.jpg?v=1760110724, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6289324309402991353_y.jpg?v=1760110723",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6289324309402991350_y.jpg?v=1760110724,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6289324309402991349_y.jpg?v=1760110724,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6289324309402991348_y.jpg?v=1760110724,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6289324309402991354_y.jpg?v=1760110724,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6289324309402991351_y.jpg?v=1760110724,<h4>👗 Lehenga Highlights</h4> <ul> <li> <p>Fabric: Fox Georgette</p> </li> <li> <p>Work: Fancy Coding &amp; Sequins Embroidery</p> </li> <li> <p>Style: Semi-stitched with Cancan &amp; Canvas Patta</p> </li> </ul> <h4>👗 Blouse Details</h4> <ul> <li> <p>Fabric: Fox Georgette</p> </li> <li> <p>Work: Fancy Coding &amp; Sequins Embroidery</p> </li> <li> <p>Type: Unstitched</p> </li> </ul> <h4>👗 Dupatta Details</h4> <ul> <li> <p>Fabric: Fox Georgette</p> </li> <li> <p>Work: Fancy Coding &amp; Sequins Embroidery</p> </li> </ul> <hr> <h3>,"#AffordableLehengas, #BridalLehenga, #BuyLehengaOnline, #CustomLehenga, #DesignerLehenga, #EthnicFashion, #festival, #FestiveFashion, #FloralLehenga, #HaldiOutfit, #IndianWear, #LatestLehengaDesigns, #LehengaLove, #LehengaTrends2025, #Marrigeoutfeet, #MehendiLook, #MinimalLehenga, #MirrorWorkLehenga, #PastelLehenga, #ReceptionWear, #SustainableFashion, #WeddingLehenga, Bridal Lehenga, Designer Lehenga, Embroidered Lehenga, Ethnic Wear, Festive Wear, Indian Wear, Latest Lehenga 2025, Traditional Wear",GT-1556
25,faux-georgette-coding-sequin-embroidered-lehenga-with-dupatta-semi-stitched-designer-partywear-set,Royal Blue Embroidered Lehenga Set with Golden Zari and Sequin Work,2757.0,5700.0,52,Lehenga,XS,0,"https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6156702200408161938_y.jpg?v=1760110723, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6156702200408161939_y.jpg?v=1760110723, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6156702200408161945_y.jpg?v=1760110723, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6156702200408161944_y.jpg?v=1760110723, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6156702200408161942_y.jpg?v=1760110723",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6156702200408161938_y.jpg?v=1760110723,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6156702200408161939_y.jpg?v=1760110723,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6156702200408161945_y.jpg?v=1760110723,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6156702200408161944_y.jpg?v=1760110723,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6156702200408161942_y.jpg?v=1760110723,"<h3> <h3>👗 Lehenga Highlights</h3> <ul> <li> <p>Fabric: Faux Georgette</p> </li> <li> <p>Work: Intricate Coding and Sequin Embroidery, enhanced with Cancan &amp; Canvas Patta</p> </li> <li> <p>Type: Semi-stitched for a tailored finish</p> </li> </ul> <h3>👚 Blouse Details</h3> <ul> <li> <p>Fabric: Faux Georgette</p> </li> <li> <p>Work: Matching Coding and Sequin Embroidery</p> </li> <li> <p>Type: Unstitched</p> </li> </ul> <h3>🧣 Dupatta Details</h3> <ul> <li> <p>Fabric: Faux Georgette</p> </li> <li> <p>Work: Coding and Sequin Embroidery</p> </li> </ul>","#AffordableLehengas, #BridalLehenga, #BuyLehengaOnline, #CustomLehenga, #DesignerLehenga, #EthnicFashion, #festival, #FestiveFashion, #FloralLehenga, #HaldiOutfit",GT-1629
26,faux-georgette-embroidered-lehenga-set-with-dual-dupatta-graceful-festive-wear,Baby Pink Embroidered Lehenga Set with White Thread and Sequin Work,2757.0,6496.0,58,Lehenga,XS,0,"https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6224304337107140795_y.jpg?v=1760110722, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6224304337107140793_x.jpg?v=1760110722, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6224304337107140794_x.jpg?v=1760110722, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6224304337107140792_y.jpg?v=1760110722, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6224304337107140801_y.jpg?v=1760110722, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6224304337107140800_y.jpg?v=1760110722, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6224304337107140799_y.jpg?v=1760110722, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6224304337107140798_y.jpg?v=1760110722, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6224304337107140797_y.jpg?v=1760110722, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6224304337107140796_y.jpg?v=1760110722",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6224304337107140795_y.jpg?v=1760110722,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6224304337107140793_x.jpg?v=1760110722,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6224304337107140794_x.jpg?v=1760110722,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6224304337107140792_y.jpg?v=1760110722,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6224304337107140801_y.jpg?v=1760110722,<h4>👗 Lehenga Highlights</h4> <ul> <li> <p>Fabric: Faux Georgette</p> </li> <li> <p>Work: Embroidery &amp; Sequins Work</p> </li> <li> <p>Style: Semi-stitched with Cancan &amp; Canvas Patta</p> </li> </ul> <h4>👗 Blouse Details</h4> <ul> <li> <p>Fabric: Faux Georgette</p> </li> <li> <p>Work: Embroidery &amp; Sequins Work</p> </li> <li> <p>Type: Unstitched</p> </li> </ul> <h4>👗 Dual Dupatta Details</h4> <ul> <li> <p>Fabric: Butterfly Net</p> </li> <li> <p>Work: Embroidery &amp; Sequins Work</p> </li> </ul> <hr> <h3>,"#AffordableLehengas, #BridalLehenga, #BuyLehengaOnline, #CustomLehenga, #DesignerLehenga",GT-1641
27,faux-georgette-embroidered-lehenga-set-with-dual-dupatta-semi-stitched,Cream Silk Embroidered Lehenga Set with Golden Zari and Sequin Work,2678.0,6899.0,61,Lehenga,XS,-1,"https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6154216853157824964_y.jpg?v=1760110720, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6154216853157824968_y.jpg?v=1760110721, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6154216853157824965_y.jpg?v=1760110720, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6154216853157824969_y.jpg?v=1760110721, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6154216853157824967_y.jpg?v=1760110720, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6154216853157824966_y.jpg?v=1760110721",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6154216853157824964_y.jpg?v=1760110720,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6154216853157824968_y.jpg?v=1760110721,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6154216853157824965_y.jpg?v=1760110720,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6154216853157824969_y.jpg?v=1760110721,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6154216853157824967_y.jpg?v=1760110720,"<ul> <li> <p><strong>Color:</strong> Cream</p> </li> <li> <p><strong>Fabric:</strong> Silk</p> </li> <li> <p><strong>Work:</strong> Zari Embroidery, Sequin Work</p> </li> <li> <p><strong>Occasion:</strong> Wedding, Reception, Festive Wear</p> </li> <li> <p><strong>Includes:</strong> Lehenga, Blouse, Dupatta</p> </li> </ul>","#AffordableLehengas, #BridalLehenga, #BuyLehengaOnline, #CustomLehenga, #DesignerLehenga, Latest Lehenga 2025",GT-1754 CREAM-1
28,faux-georgette-embroidered-lehenga-set-with-dual-dupatta-semi-stitched-for-party-wear,Red Velvet Heavy Embroidered Bridal Lehenga Set with Zari and Sequin Work,3599.0,6895.0,48,Lehenga,XS,0,"https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6158776197165727645_y.jpg?v=1760110720, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6158776197165727659_y.jpg?v=1760110720, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6158776197165727652_y.jpg?v=1760110720, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6158776197165727651_y.jpg?v=1760110720, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6158776197165727657_y.jpg?v=1760110720, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6158776197165727655_y.jpg?v=1760110720, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6158776197165727656_y.jpg?v=1760110720, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6158776197165727658_y.jpg?v=1760110720",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6158776197165727645_y.jpg?v=1760110720,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6158776197165727659_y.jpg?v=1760110720,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6158776197165727652_y.jpg?v=1760110720,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6158776197165727651_y.jpg?v=1760110720,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6158776197165727657_y.jpg?v=1760110720,"<h3> <h3>✨ Elegant Faux Georgette Lehenga Set with Dual Dupatta &amp; Sequins Embroidery</h3> <p><strong>👗 Lehenga Details</strong></p> <ul> <li> <p>Fabric: Premium Quality Faux Georgette</p> </li> <li> <p>Work: Embroidery Sequins Work with Cancan &amp; Canvas Patta</p> </li> <li> <p>Type: Semi-stitched</p> </li> <li> <p><strong>👚 Blouse Details</strong></p> </li> </ul> <ul> <li> <p>Fabric: Faux Georgette</p> </li> <li> <p>Work: Embroidered Sequins Work</p> </li> <li> <p>Type: 1.3 Meter Unstitched </p> </li> </ul> <p><strong>🧣 Dual Dupatta Details</strong></p> <ul> <li> <p>Fabrics: Faux Georgette &amp; Net</p> </li> <li> <p>Work: Beautiful Embroidered Sequins with Cut Work Finish</p> </li> </ul> <p>💖 <strong>Dual dupatta style adds a luxurious charm — perfect for bridesmaids, receptions, and grand festive occasions!</strong></p>","#AffordableLehengas, #BridalLehenga, #BuyLehengaOnline, #CustomLehenga, #DesignerLehenga, #HaldiOutfit, #LehengaTrends2025",GT-1727-RED-2
29,faux-georgette-embroidered-lehenga-set-with-sequins-work-for-wedding-party-wear,Royal Blue Floral Embroidered Lehenga Set with Mirror and Sequin Work,3599.0,5700.0,37,Lehenga,XS,-1,"https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6091442109375692300_y.jpg?v=1760110719, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6091442109375692302_y.jpg?v=1760110720, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6091442109375692301_y.jpg?v=1760110719, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6091442109375692304_y.jpg?v=1760110719, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6091442109375692303_y.jpg?v=1760110719",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6091442109375692300_y.jpg?v=1760110719,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6091442109375692302_y.jpg?v=1760110720,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6091442109375692301_y.jpg?v=1760110719,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6091442109375692304_y.jpg?v=1760110719,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6091442109375692303_y.jpg?v=1760110719,"<h3><strong> Lehenga Details</strong></h3> <ul> <li> <p>Fabric: Faux Georgette</p> </li> <li> <p>Work: Intricate Embroidery with Sequins, featuring Cancan &amp; Canvas Patta</p> </li> <li> <p>Type: Semi-stitched</p> </li> </ul> <p><strong>👚 Blouse Details</strong></p> <ul> <li> <p>Fabric: Faux Georgette</p> </li> <li> <p>Work: Embroidered Sequins</p> </li> <li> <p>Type: Unstitched</p> </li> </ul> <p><strong>🧣 Dupatta Details</strong></p> <ul> <li> <p>Fabric: Faux Georgette</p> </li> <li> <p>Work: Embroidered Sequins</p> </li> </ul>","#AffordableLehengas, #BridalLehenga, #BuyLehengaOnline, #CustomLehenga, #DesignerLehenga, #EthnicFashion, #festival, #FestiveFashion, #FloralLehenga, #HaldiOutfit, #IndianWear, #LatestLehengaDesigns, #LehengaLove, #LehengaTrends2025",GT-1719
30,faux-georgette-embroidered-lehenga-with-sequins-work-for-festive-bridal-wear,Emerald  Floral Embroidered Velvet Lehenga Set with Sequin and Zari Work,2678.0,5400.0,50,Lehenga,XS,0,"https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6264953303460857583_y_1.jpg?v=1760361043, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6264953303460857582_y.jpg?v=1760361043, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6264953303460857595_y_1.jpg?v=1760361043, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6264953303460857594_y_2.jpg?v=1760361043, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6264953303460857593_y_1.jpg?v=1760361043, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6264953303460857592_y.jpg?v=1760361043, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6264953303460857591_y.jpg?v=1760361043, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6264953303460857590_y.jpg?v=1760361043, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6264953303460857589_y.jpg?v=1760361043",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6264953303460857583_y_1.jpg?v=1760361043,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6264953303460857582_y.jpg?v=1760361043,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6264953303460857595_y_1.jpg?v=1760361043,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6264953303460857594_y_2.jpg?v=1760361043,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6264953303460857593_y_1.jpg?v=1760361043,<h3> <p><strong>👗 Lehenga Details</strong></p> <ul> <li> <p>Fabric: Faux Georgette</p> </li> <li> <p>Work: Embroidery sequins work</p> </li> <li> <p>Type: Semi-stitched</p> </li> <li> <p>Comes with cancan and canvas patta for graceful volume</p> </li> </ul> <p><strong>👚 Blouse Details</strong></p> <ul> <li> <p>Fabric: Faux Georgette</p> </li> <li> <p>Work: Embroidery sequins work</p> </li> <li> <p>Type: unstitched</p> </li> </ul> <p><strong>🧣 Dupatta Details</strong></p> <ul> <li> <p>Fabric: Faux Georgette</p> </li> <li> <p>Work: Embroidery sequins work</p> </li> </ul>,"#AffordableLehengas, #BridalLehenga, #BuyLehengaOnline, #CustomLehenga, #DesignerLehenga, #EthnicFashion, #festival, #FestiveFashion, #FloralLehenga, #HaldiOutfit",GT-1697 GREEN-1
31,faux-georgette-embroidered-sequin-lehenga-with-dupatta-semi-stitched-partywear-set-for-women-copy,Mint Green Floral Embroidered Net Lehenga Set with Mirror and Thread Work,3143.0,6899.0,54,Lehenga,XS,0,"https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6192933402055919818_y.jpg?v=1760110717, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6192933402055919820_y.jpg?v=1760110717, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6192933402055919819_y.jpg?v=1760110718, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6192933402055919824_y.jpg?v=1760110717, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6192933402055919822_y.jpg?v=1760110717, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6192933402055919823_y.jpg?v=1760110717, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6192933402055919821_y.jpg?v=1760110717",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6192933402055919818_y.jpg?v=1760110717,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6192933402055919820_y.jpg?v=1760110717,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6192933402055919819_y.jpg?v=1760110718,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6192933402055919824_y.jpg?v=1760110717,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6192933402055919822_y.jpg?v=1760110717,"<h3> <h3>👗 Lehenga Highlights</h3> <ul> <li> <p>Fabric: Faux Georgette</p> </li> <li> <p>Work: Embroidery with Sequin Cut Work</p> </li> <li> <p>Type: Semi-Stitched for a comfortable, tailored fit</p> </li> </ul> <h3>👚 Blouse Details</h3> <ul> <li> <p>Fabric: Faux Georgette</p> </li> <li> <p>Work: Sequin Embroidery</p> </li> <li> <p>Type: Unstitched</p> </li> </ul> <h3>🧣 Dupatta Details</h3> <ul> <li> <p>Fabric: Faux Georgette</p> </li> <li> <p>Work: Sequin Embroidery</p> </li> </ul>","#BridalLehenga, #BuyLehengaOnline, #CustomLehenga, #DesignerLehenga",GT-1729  GREEN-1
32,faux-georgette-embroidered-sequin-lehenga-with-dupatta-semi-stitched-partywear-set-for-women,Floral Embroidered Net Lehenga Set with Mirror Work,3143.0,6899.0,54,Lehenga,XS,0,"https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6192933402055919817_y.jpg?v=1760110716, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6192933402055919816_y.jpg?v=1760110716, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6192933402055919828_y.jpg?v=1760110716, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6192933402055919827_y.jpg?v=1760110716, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6192933402055919826_y.jpg?v=1760110716, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6192933402055919825_y.jpg?v=1760110716",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6192933402055919817_y.jpg?v=1760110716,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6192933402055919816_y.jpg?v=1760110716,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6192933402055919828_y.jpg?v=1760110716,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6192933402055919827_y.jpg?v=1760110716,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6192933402055919826_y.jpg?v=1760110716,"<h3> <h3>👗 Lehenga Highlights</h3> <ul> <li> <p>Fabric: Faux Georgette</p> </li> <li> <p>Work: Embroidery with Sequin Cut Work</p> </li> <li> <p>Type: Semi-Stitched for a comfortable, tailored fit</p> </li> </ul> <h3>👚 Blouse Details</h3> <ul> <li> <p>Fabric: Faux Georgette</p> </li> <li> <p>Work: Sequin Embroidery</p> </li> <li> <p>Type: Unstitched</p> </li> </ul> <h3>🧣 Dupatta Details</h3> <ul> <li> <p>Fabric: Faux Georgette</p> </li> <li> <p>Work: Sequin Embroidery</p> </li> </ul>","#BridalLehenga, #BuyLehengaOnline, #CustomLehenga, #DesignerLehenga",GT-1729  RED-1
33,faux-georgette-lehenga-set-with-real-mirror-stone-embroidery-festive-glam-look,Pastel Pink Multicolor Thread Embroidered Net Lehenga Set,2912.0,5799.0,50,Lehenga,XS,0,"https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6314344856134205836_y.jpg?v=1760110716, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6314344856134205837_y.jpg?v=1760110715, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6314344856134205838_y.jpg?v=1760110715, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6314344856134205839_y.jpg?v=1760110716",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6314344856134205836_y.jpg?v=1760110716,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6314344856134205837_y.jpg?v=1760110715,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6314344856134205838_y.jpg?v=1760110715,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6314344856134205839_y.jpg?v=1760110716,,"<h4>Product Description</h4> <p>Elevate your festive charm with this stunning faux georgette lehenga set, designed to make you shine with every step. Embellished with <strong>real mirror, stone, and sequins embroidery</strong>, this outfit is perfect for weddings, receptions, or traditional occasions. The combination of rich textures and elegant detailing promises an unforgettable look.</p> <h4>👗 Lehenga Highlights</h4> <ul> <li> <p>Fabric: Faux Georgette</p> </li> <li> <p>Work: Real Mirror, Stone &amp; Sequins Embroidery</p> </li> <li> <p>Style: Semi-stitched with Cancan &amp; Canvas Patta</p> </li> </ul> <h4>👗 Blouse Details</h4> <ul> <li> <p>Fabric: Faux Georgette</p> </li> <li> <p>Work: Real Mirror, Stone &amp; Sequins Embroidery</p> </li> <li> <p>Type: 1.3 Meter Unstitched</p> </li> </ul> <h4>👗 Dupatta Details</h4> <ul> <li> <p>Fabric: Faux Georgette</p> </li> <li> <p>Work: Real Mirror &amp; Sequins Embroidery</p> </li> </ul>","#AffordableLehengas, #BridalLehenga, #BuyLehengaOnline, #CustomLehenga, #DesignerLehenga, #festival, #FestiveFashion, #FloralLehenga, #HaldiOutfit, #IndianWear, #LatestLehengaDesigns, #LehengaLove, #LehengaTrends2025, #Marrigeoutfeet, #MehendiLook, #MinimalLehenga, #MirrorWorkLehenga",GT-1653
